product_id,product_name,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Count
B0BCZCQTJX,Firestick Remote,"1,434","3,999",64,4.0,32.0,"Compatible For Amazon Fire TV Stick (3rd Gen, 2021) | Compatible For Amazon Fire TV Stick Lite | Compatible For Amazon Fire TV Stick (2nd Gen) | Compatible For Amazon Fire TV Stick 4K | Compatible For Amazon Fire TV Stick 4K Max streaming device | Compatible For Amazon Fire TV Stick Plus (2021)|This is voice remote control, you need to pair it first before you use, and below is pairing steps: Press the Home button about 8-30 seconds until the LED starts to rapidly flash amber, then the remote should automatically pair with your device.|With standard navigation and playback controls, you can quickly skip to your favorite scenes.|Alexa funtion make it easily to find, launch and control all existing content you want, such as play music, view sports scores, check the weather, see live camera feeds, and control compatible smart home devices.","AEC5PUIW4OSIDDQED7WLXG2S7TOQ,AGVXOHPJT64ZRYKHIDKVJSJGK6CQ,AFQHWSQ7JR7VCM4SWXXIOB4V3VDA,AFXWZKJCBIHCQFOR2RFYUE7UQDSA,AGD7VGYGPRKMQY3XXC4U3XIDF5CQ,AH23AKG5YNJYJ4Y6OYI5H6UBQMLQ,AGKNJPIVMVEHKL6ZFBAQ3CTFZ2KQ,AFR7B35PQ2DLHGMFBSCRIUUVLRWQ","Dharminder Singh Singha,Gnana Prasad Gopathi,arun kumar,Hariram,Santosh,vinayak,apparao saripilli,Neha Chaudhary","R35LMI5GBW0RX3,R35IGWMP7EV49V,R3KQ92E1PGHL45,RZU6RWH3LJNWV,R2KYY1GC45E5SL,R3M55L4CWCO99H,R3W4I9B0JTZJH4,R30ELP5YFHQ2F3","Good Product,Good product for my fire Tv,Over-all food,Good product,Product quality is very good and so is the customer service,It’s good,worth buying,Remote is working fine",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,,,1
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",399,"1,099",64,4.2,24269.0,"[High Compatibility] : Compatible For iPhone X/Xs Max/Xr, Phone 8/8 Plus,Phone 7/7 Plus,Phone 6s/6s Plus,Phone 6/6 Plus,5/5s/5c/SE,Pad Pro,Pad Air 1/2,Pad mini 1/2/3,Pod nano7,Pod touch and more devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|[WARRANTY] 12-months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us. (10am - 7pm Working days)","AG3D6O4STAQKAY2UVGEUV46KN35Q,AHMY5CWJMMK5BJRBBSNLYT3ONILA,AHCTC6ULH4XB6YHDY6PCH2R772LQ,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,AENGU523SXMOS7JPDTW52PNNVWGQ,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ","Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM","R3HXWT0LRP0NMF,R2AJM3LFTLZHFO,R6AQJGUP6P86,R1KD19VHEDV0OR,R3C02RMYQMK6FC,R39GQRVBUZBWGY,R2K9EDOE15QIRJ,R3OI7YT648TL8I","Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",139,249,44,4.0,9378.0,"Durable Pvc Outer Exterior: Pvc Cables Are Versatile, High In Tensile Strength, Flexible, And Good Conductors|Flix C12 Data And Charging Cable Is Equipped With A Type-C Usb Port, The Cable Supports Up To 2.4Amps Of Power Output For Powering And Fast Charging Your Smart Device|Type-C Usb Cable Is 1 Meter In Length, Optimized For Easy Use For Your Comfort At Home Or Office, Helps You To Overcome Distance Restrictions|Charge & Sync, This Usb Cable Can Charge And Data Sync Simultaneously At 480Mbps Speed, Compatible With All Devices With A C-Type Usb Port","AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q","$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE","R3F4T5TRYPTMIG,R3DQIEC603E7AY,R1O4Z15FD40PV5,RDVX50PD4CTFE,R3H6WKG0TA5CGU,R3Q3L1KP5QWPV3,RU0LU2PAIIME,R20FTANBPFA653","Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),"7,299","19,125",62,3.4,902.0,Resolution: Full HD (1920 x 1080) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box | Blu Ray players | gaming console | 2 USB ports to connect hard drives and other USB devices|Sound output: 30 Watts Output | Dolby Audio|Smart TV Features: Built|in Wi|Fi | Netflix | Google Play Store | YouTube | Chrome cast | Media center | with Google Voice Assistant | Android 9.O Based OS|Display: A+ Grade Panel | Micro Dimming | True Color | View Angle: 178 degree | 2K HDR10 | 16.7 Million(8bit)|Warranty Information: 1 Year warranty provided by Skywall from date of purchase.|Installation: Brand will contact for installation for this product once delivered. Contact brand Support for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects | damage or features not matching the description provided.,"AFZBEV4BOWGRSEH2PK7D65ZW66PA,AFXQ3YGENWMRX36NXEBSR2ROPG5Q,AHD5PGE5RBBE2T3G427T32V7OROA,AELM6ILLTWBSXJXOKMNA2GM3DTKQ,AFXYY4Z4QM34XOLVVYKZSNZGBBBA,AFHZLQ2Q3GSCQCWMF4N66DXXVJCQ,AF62LB4BMTMNZXCHTSXSEKCXZFLQ,AE5KLF5JEOL4PMUGKERILYLPDSNA","Naresh Patel,Bhaskar Reddy,Vipin Thakur,Ramdas  Tryambak  shewale,Aijaz Ahmed,ankesh verma,Rakesh kumar,Devraj Nayak","R3MHRRK05RD01A,R14A3U8XTK1D7X,R1F10MFQBXZA8W,RAT511FHTC8Q4,R11FM1DRG1FNOI,R1RZDRQI3RD780,RJS87YIWGG7GF,R2JI1L2FTMA3ZW","Good in this price,Speakers and sound next level,Bad remote,Remote problem,Good quality 👍,Skywall 32 smart TV,Phone se screen chalane fasta hai,YouTube me I'd nhi bana pa raha hun",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,,,1
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",299,799,63,4.4,28791.0,"A 350 Offers Universal Compatibility With Smartphones, Tablets, Pc Peripherals, Bluetooth Speakers, Power Banks And All Other Devices With Type C Port|It Supports 3A Fast Charging For Extraordinary Efficiency. Durable Pvc Housing Lasts 6 Times Longer With 10000+ Bends Lifespan|The Cable Supports Data Transmissions With Rapid Sync At 480 Mbps|The Reversible Metallic Aluminium Tip Lets The User Connect Devices In A Carefree Manner|It Dons Premium Cotton Braided Skin That Makes It Sturdy And Invincible Against External Damage|With 10000+ Bends Lifespan The Cable Stays Stronger And Lasts Longer|A 350 Cable Is Designed With A Perfect 1.5 Meters In Length For Hassle Free Usage|2 years warranty from the date of purchase","AHDJJLKORMH72SSEBWOVAKE66EHA,AHEONKS6KOZ4SIOZNOLYFGQBXU4A,AEUPILALWUFFD34CNWRYX4PFQKSA,AEKWBYGLEXUNRAJKVPO6HMF52W7A,AETM4APJU6TQILR5HKP3CSPYQL5A,AFOGCVLE7W7ZM5OW3XW7JXCNSIVA,AFLFHQMJXDKP4FNRZVNDLBCI7ULA,AGLH5KPYCT4MGPQ34MNWKLR6NXEA","𝕵𝖆𝖙𝖎𝖓 𝕮𝖍𝖆𝖉𝖍𝖆,palpandia153,Arvind,Nithyadhakshina,Basha_Neerati,shaker,Amazon Customer,D Ravi","R23CC5VDSVR49B,R1AWZE3731748T,R388KOR9TWPX5H,R2PLH1UHYDQWFA,R1B7Q58I1P83OY,R1C13PY8A3WUC5,RTEAGC48PIYAU,R2E0N8Q0ZQM9N9","Good Stuff... Recommended!!!,Need better quality,एक मजबूत प्रोडक्ट है,Good,best buy of this cable,Best for,Tough,Nil",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B07GVGTSLN,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",325,"1,299",75,4.2,10576.0,"Fast Charge & Data Sync: Fast charge& data transfer USB A to USB C, conforming to the USB Type C Specification version 1.1, 56kilohm, which ensure a safe charging at 4.8A Maximum. Charging and syncing 2 in 1, data transfer speed up to 480Mbps.|Extreme Durability: Over 10000 bending tests,This type c cable is far more durable than the same price, Premium nylon braided type c cable adds additional durability and tangle free.|Convenient Design:The light and space-saving 1M USB Type C cable, it’s perfect for your Home, the office desk, always keep your space tidy, super easy to carry and convenient for traveling, making your life more convenient.|Wide Compatibility: This USB A to USB C Charger Cable compatible with Samsung Galaxy S10e S10 S10 plus S9 S9 plus S8 S8 plus, Note 10 Note 10 plus Note9 note8, a40 a50 a70 a80 A3 A5 2017, Sony Xperia XZ3 XZ2 Premium XA2 XA1,XZ1, Moto G6 G6 plus G7 G7 power G7 play G7 plus Z Z2 Z3 X4, LG G8 G7 G6 G5 V40 V35 V30 V20, Googel Pixel 2 xl, HTC 10 U11.|Premium Service: Wayona promise you the reliable guarantee for your top rated USB C charger cords rope, and 24/7 customer service for our every client, please do not hesitate to reach us.","AEXK37TSBFHSP2TYE63YPKETWQ7Q,AEKMVX2VDNNX4ZFXI67SGKMJGZAQ,AFEIIEKX6JEHS3CPGCSIYLGCNKFA,AFDYUQAM7Y56P4R5CREI5OBPHSLA,AGEPZSRFODWZ4XUTXO2HNWLJIMJA,AH25HG24NISHLQPFOZA77WS5CUFQ,AFZ7US7H622UBLYL4ZX2XEHT7FHQ,AFDDH5QGUJ2NHJZBIAPEQVUIQCKA","Sunil Funde,Biju Abraham Thomas,Samir,Rahul Sharma,Avninder Singh,Tribhuvan more,N Patel,Bhavy kachhadiya","R10365HEDURWI9,R5RP542IMC4OI,RX2HFWXTTQDTS,R2636VYPMOZV9,RW2Z2YM3K8UV5,RVNGA0FEAXYHI,R2K7MABWMAQE26,R33YS4PO3JWU23","Nice product .,Good quality Braided cable, VFM,Good cord, but has Earthing issue,Ok,Good product. Little bit fast charger for phones like redmi.,Fast charging is working properly,Money value product 👌,Cable a Nice product",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"29,999","39,999",25,4.2,7298.0,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | Decoding of HDR10+ HDR10, HLG | 1 billion colors | Gamma Engine with MEMC|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided","AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,AGO4OKG6KVBAAE52Q62JBKHRDFFQ,AGOARJLTS744KQC3BTKT5KQVOJUA,AF6XISKAQXTX3Q5RUF2M2VKOJ66A,AEP6PYK2DLTD5UCMURSUNUE4IE5A,AHJSNMHQQWE6LMFRATH5LLJBQQXQ","Abhishek Kumar,Arun prasath,Naveen,Harmit,Placeholder,Precision Engineering,Senthil Kumar B,Sasikumar madurai","R2J3Q3BUHJ2S7E,R2H2ELE1DG24VY,R1U1S7X7BPSZBU,R9XVQWX40D175,REHUMWC9Q9EAG,RLEFI0WUITF14,R1M41TK6XDE47C,RUM8TBPKUE5UF","Decent product. Value for money.,Value for money,Improvements Needed,Everything thing good except the installation experience,Overall taking all aspects TV is good within the price point,Tv installation services,One among the good TVs in the market.,Picture",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,,,1
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),"27,999","40,990",32,4.3,4703.0,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","AFSMISGEYDYIP3Z42UTQU4AKOYZQ,AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,AFMECPERM2GI2XQJSBWEPZKODISQ,AETPKXNOTUEX5GH7WL7XQHDR5M7Q,AERFCJ6BOMVO5YW5XM5Z2ESOIK3A","Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh","R1EBS3566VCSCG,R24MB66WRPSN2A,R25UU2M1B9BO5X,R1NXW7PGVND2LE,R3OSBPH7X9AQUK,R2I8RVEPDM0IMQ,R5RES2LABIW7Q,R3A3IRV8ZWP1U9","Wonderful TV and Awful installation service from amazon,Acer Television Review,It's a good product for that price.,Good for the price,Almost a complete package,Nice Product,Good product,Super designed",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,,,1
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),"30,990","52,900",41,4.3,7109.0,"Resolution : Crystal 4K UHD (3840x2160) resolution | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 1 USB ports to connect hard drives or other USB devices|Display: Ultra HD (4k) LED Panel | One Billion Colors | Air Slim Design | Supports HDR 10+ | PurColor | Mega Contarst | UHD Dimming | Auto Game Mode|Sound: 20 Watts Output | Powerful Speakers with Dolby Digital Plus | Q Symphony|Smart TV Features : Prime Video, Hotstar, Netflix, Zee5 and more | Tap View | PC Mode | Universal Guide | Web Browser | Screen Mirroring|Warranty Information: 1 Year warranty provided by manufacturer from date of purchase and 1 Year Additional on Panel|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice","AHDIDVECFGA6OQRNUBPUO6366UGQ,AFSII6HTAHTHGXERUNDOISNWZUNQ,AF64ON4HPPVD43H6PK3CHPTTYSSQ,AELNBR4H6235Y7NVYNCGNABDIDFQ,AF35OXRSRJ335IGMNW5FYCJDLHOA,AE3CFONNMANNC5QPYIAXV67EUYUQ,AHCWRQHRUAVMTMUH5NYNB3P4NWEA,AGKZVBLHK472MSGAAUABFRZL7SYQ","Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar","R3RUBB6REUGTT,R281851EB9L5G6,R4ATJJVUY9JO6,R18455FQDOCS3H,RLZ80A5MC1F5G,R2DYRNTDPPD8A5,R3IFT4P8VHQGL3,R1DSJOGV3DFZK2","Best(Branded) Budget TV,A high-quality 4k Smart TV from Samsung,Received Defective,Got Replacement,Nice product but,Tv is good,Best budget tv,Value for money. Samsung is always good,Value for money product",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,,,1
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",199,999,80,4.5,127.0,"-1 meter type c to c cable fast charging cable Convenient for all types of USB C Laptops, Tablets, And Smartphones.|-6.5 Amp USB C Cable compatibility with All 60W 45W 30W 18W 15W USB-C Power Adapters, Support Pd 3.0 And Qc 3.0 Fast Charge for Your Devices. Data Transfer Speed Is Up To 480Mbps Of USB 2.0. Note: Not Support Video Transfer.AM|-USB C To C Cable Support Warp Charge For One plus 8T, One plus 9/9 Pro, Too Fast Charge For MacBook Air 13 Inch 2020/2019/2018, For MacBook Pro 13/15/16 Inch AM|Compatiblity with type c to c cable fast charging cabe is Newest 2020/2019/2018/2017/2016, For iPad Mini 2021, For iPad Pro 12.9/11 Inch 2020, For Google Pixel 6/6 Pro/5/4A/4 Xl/4/3A Xl/3A/3 Xl/3/2 Xl/2, For Samsung Galaxy S21 Fe 5G/S20 Fe 5G/Note 20 Ultra/Note 20/S20/S20+/S20 Ultra, Galaxy Z Flip 3, Galaxy Z Fold 3, And More Devices.|65 watt type c cable is in Premium Silicon Coating, High-Quality, Prolong Bending Lifespan , Pure Copper Core, . Both USB C Connectors are Designed with An Advanced Emark Chip for Higher Efficiency & Safer Charging for Your One plus 8T. Output Delivery At 6.5A 10V Max, 65% Charging Capacity Only Takes 30 Minutes, Saving Your Valued Time.","AHFENRYJG4LPXDTUGEMG335VICSQ,AGSV37DJ5QTUYOXFJNPD4W7GXVFA,AGDEVIAYABTMIJLTYWTUS5M5VBTA,AFKDGUQ5TMGT3PXBDHAWPRE5CACQ,AHWENSYYF2QDH3EX4REMVGBEMMLQ,AGJOGZAGBMX7PBCUAILD2YIM5MAA,AF5EHUH4GWB7JZ3PZ53Z2DOYK5WQ,AHHT4VWMFYSASNW6RH2Q65C6YNDA","Nadhiyarasan,Saurabh Aggarwal,Dibya,Sai Sriya,Sayed,Bhupendra Verma,Yash suhagiya,Manuj Patel","R14ZOPYFHOYYRQ,R1GQH74NUCJZZ7,R1BNWIYBRSI1Z6,R347KU67LE6JEH,RMGA8IGV2WQDX,R2782FIPC5T4KM,R220M468LVHIE1,RA1PNAU355MLG","Super charger in lapster,Best among the rest,Classy product and authentic one,Excellent product,Worked fine ,thank you,Stylish and flexible cable,Amazing,Value for money product",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B07JH1C41D,"Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)",649,"1,999",68,4.2,24269.0,"[High Compatibility] : iPhone X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.","AG3D6O4STAQKAY2UVGEUV46KN35Q,AHMY5CWJMMK5BJRBBSNLYT3ONILA,AHCTC6ULH4XB6YHDY6PCH2R772LQ,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,AENGU523SXMOS7JPDTW52PNNVWGQ,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ","Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM","R3HXWT0LRP0NMF,R2AJM3LFTLZHFO,R6AQJGUP6P86,R1KD19VHEDV0OR,R3C02RMYQMK6FC,R39GQRVBUZBWGY,R2K9EDOE15QIRJ,R3OI7YT648TL8I","Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,,,1
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black",269,800,66,3.6,10134.0,"USB WiFi Adapter: Fast wireless transmission at up to 150 Mbps ideal for video streaming, gaming and internet calls|USB 2.0 Interface: Supports high speed USB 2.0 interface for a seamless experience|Advanced Security: Supports 64/128 WEP, WPA, PA2/WPA-PSK/WPA2-PSK(TKIP/AES) wireless security|Nano Design: High performing nano-size design for portability|Easy Installation: Includes quick installation and configuration guide","AGMJ6TDLOVZIR5ZU65TLJFSLG2BQ,AGPK7U5SHXBYBXEWBTRCIAZSB6LQ,AHXYETFF4XMSAI4VAHP24XL5SSTA,AGMUJCTMBNQBOGHL6UPSSF4KSNUA,AGEUQD256CS42A6PDKDB75VZRADA,AHGA46UDDADBRAB5FOHX6XY2DBVQ,AHUVYZMQ6PWI54UXP7SLLS4ZU46A,AHVS66CFEP5AXDC35N4ME4SU4X5Q","SQL,ARUN KUMAR,veer,Ravi shankar,Shivam Kumar,ramesh,Bibin,Hem Roy","R3AZDEK3MQA3RA,RXF3HCCBWV0VB,R6CVYFDUXBS36,R1QMN1WQJIWAB7,R2MOVGGWRV4ZPE,R2Z00XYFTN4T2Y,R294UWCBOTKD8H,R3NPDCAH895UHB","Will not work with new system,Veri good,Ok product,Access wifi signal.,👍,very good,Good Product,8139EU based okayish but low reception",Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,,,1
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"24,999","31,999",22,4.2,34899.0,"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 20 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Latest Android TV 11, OnePlus Connect Ecosystem, Google Assistant, Chromecast, Miracast, DLNA, Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | LED Panel | Anti-Aliasing | Gamma Engine | Decoding of HDR10+, HDR10, HLG|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation","AFUT7ANZTZYGLXU65EQ2D5OP6UMA,AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,AGCRCU432TIF4J2EL7GBEWOIULGQ,AERQBL3BISJQVHO3RLOOA4HKZX5A,AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,AH2347WTE3DZ3TIZUB5LCLZPAYEQ,AHIH3QL5XONYJWEXF7VKLFHZBDJA","ATHARVA BONDRE,Sujitkumar Thorat,Chandrasekara rajasekara reddy,J vasanth,Placeholder,roshan,Boopathi,Rajesh","R3COVVOP2R7Z28,R2T6WHEO2ONNDD,RUFFV2QR43OCM,R2LK4WPIHJ7WDA,R6IPR9FHZ5BOT,R3DU4LFGTAIEMN,RVHHM5FW31JN1,R1QA870NJWIODF","Worthy and most affordable - Great TV,Good product,It's really worth the money but,Better product in this budget,Product review,nice tv,Best product,Budget friendly TV",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,,,1
